ADDRESS,STREET_NAME,POSTCODE,SALE_PRICE,HOUSE_TYPE,FREEHOLD/LEASEHOLD,RES_NEW/OLD,SALE_DATE,BEDROOMS,STATIONDIST_MILES
8 Portman Road, ,KT1 3DY,550000,Semi-Detached, Freehold, Residential,01-Jul-16,2,0.4
4 Park Farm Road, ,KT2 5TQ,1095000,Semi-Detached, Freehold, Residential,01-Jun-16,4,0.5
27 St Albans Road, ,KT2 5HQ,1450000,Semi-Detached, Freehold, Residential,01-Jun-16,5,0.6
51 Kenley Road, ,KT1 3RP,700000,Semi-Detached, Freehold, Residential,01-Jun-16,3,0.3
53 Richmond Park Road, ,KT2 6AQ,1005000,Semi-Detached, Freehold, Residential,01-Jun-16,4,0.3
2 Garth Road, ,KT2 5NY,830000,Semi-Detached, Freehold, Residential,01-Jun-16,4,1
27 St Albans Road, ,KT2 5HQ,1450000,Semi-Detached, Freehold, Residential,01-Jun-16,5,
51 Kenley Road, ,KT1 3RP,700000,Semi-Detached, Freehold, Residential,01-Jun-16,3,
53 Richmond Park Road, ,KT2 6AQ,1005000,Semi-Detached, Freehold, Residential,01-Jun-16,4,
2 Garth Road, ,KT2 5NY,830000,Semi-Detached, Freehold, Residential,01-Jun-16,4,
17 Mill Street, ,KT1 2RG,562500,Semi-Detached, Freehold, Residential,01-Jun-16,2,0.5
76 Cedars Road, Hampton Wick ,KT1 4BE,1100000,Semi-Detached, Freehold, Residential,01-Jun-16,3,0.3
98 Richmond Park Road, ,KT2 6AJ,760000,Semi-Detached, Freehold, Residential,01-Jun-16,2,0.4
84a Norbiton Avenue, ,KT1 3QP,770000,Semi-Detached, Freehold, Residential,01-Jun-16,,
11 Dysart Avenue, ,KT2 5QZ,775000,Semi-Detached, Freehold, Residential,01-Jun-16,3,1
42 Borough Road, ,KT2 6BD,740000,Semi-Detached, Freehold, Residential,01-Jun-16,2,0.3
4 Glenville Road, ,KT2 6DD,1000000,Semi-Detached, Freehold, Residential,01-Jun-16,4,0.3
76 Clifton Road, ,KT2 6PJ,725000,Semi-Detached, Freehold, Residential,01-Jun-16,3,0.4
1 Coombe Lane West, ,KT2 7EW,1500000,Semi-Detached, Freehold, Residential,01-Jun-16,,
9 Homersham Road, ,KT1 3PL,925000,Semi-Detached, Freehold, Residential,01-Jun-16,,
62 Portland Road, ,KT1 2SH,595000,Semi-Detached, Freehold, Residential,01-May-16,2,0.6
Westbrook Lodge Kingston Hill, ,KT2 7LX,1800000,Semi-Detached, Freehold, Residential,01-May-16,6,1.2
12 Wyndham Road, ,KT2 5JS,892000,Semi-Detached, Freehold, Residential,01-May-16,5,0.6
30 Tudor Road, ,KT2 6AS,750000,Semi-Detached, Freehold, Residential,01-May-16,3,0.5
74 Villiers Road, ,KT1 3BB,525000,Semi-Detached, Freehold, Residential,01-May-16,,
2 Bat Gardens, ,KT2 5FS,1350000,Semi-Detached, Freehold, Residential,01-May-16,,
291 Tudor Drive, ,KT2 5PF,810000,Semi-Detached, Freehold, Residential,01-May-16,4,1
3 Surbiton Hall Close, ,KT1 2JX,895000,Semi-Detached, Freehold, Residential,01-May-16,4,0.5
12 Bonner Hill Road, ,KT1 3HE,485000,Semi-Detached, Freehold, Residential,01-Apr-16,2,0.4
119 Elm Road, ,KT2 6HY,797300,Semi-Detached, Freehold, Residential,01-Apr-16,3,0.5
9 Osborne Road, ,KT2 5HB,1010000,Semi-Detached, Freehold, Residential,01-Apr-16,,
35 Arundel Road, ,KT1 3RX,829000,Semi-Detached, Freehold, Residential,01-Apr-16,,
68 Lingfield Avenue, ,KT1 2TN,630000,Semi-Detached, Freehold, Residential,01-Apr-16,,
248 Kings Road, ,KT2 5HX,821000,Semi-Detached, Freehold, Residential,01-Apr-16,3,0.6
39 Avenue Road, ,KT1 2RD,510000,Semi-Detached, Freehold, Residential,01-Mar-16,2,0.5
4 Homersham Road, ,KT1 3PN,900000,Semi-Detached, Freehold, Residential,01-Mar-16,5,0.1
21 Coombe Road, ,KT2 7AX,575000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.1
19a Grove Crescent, ,KT1 2DD,800000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.6
88 Villiers Avenue, Surbiton,KT5 8BH,625000,Semi-Detached, Freehold, Residential,01-Mar-16,,
77 Orme Road, ,KT1 3SD,830000,Semi-Detached, Freehold, Residential,01-Mar-16,4,0.3
18a Springfield Road, ,KT1 2SA,425000,Semi-Detached, Freehold, Residential,01-Mar-16,,
138 Portland Road, ,KT1 2SW,565000,Semi-Detached, Freehold, Residential,01-Mar-16,2,0.7
12 Canbury Avenue, ,KT2 6JP,1047000,Semi-Detached, Freehold, Residential,01-Mar-16,5,0.3
59 Mill Street, ,KT1 2RG,685000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.5
53 Wyndham Road, ,KT2 5JR,1055000,Semi-Detached, Freehold, Residential,01-Mar-16,5,0.6
131 Richmond Park Road, ,KT2 6AG,780000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.5
268 Kings Road, ,KT2 5HX,775000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.6
18b Springfield Road, ,KT1 2SA,500000,Semi-Detached, Freehold, Residential,01-Mar-16,,
32 Vincent Road, ,KT1 3HJ,350000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.4
92 Gibbon Road, ,KT2 6AA,875000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.4
31 Willoughby Road, ,KT2 6LN,740000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.4
35 Fleetwood Road, ,KT1 3QD,440000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.5
21 Douglas Road, ,KT1 3PX,510000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.3
35 Shortlands Road, ,KT2 6HD,558000,Semi-Detached, Freehold, Residential,01-Mar-16,2,0.5
58 Clifton Road, ,KT2 6PJ,900000,Semi-Detached, Freehold, Residential,01-Mar-16,,
3 Bat Gardens, ,KT2 5FS,1340000,Semi-Detached, Freehold, Residential,01-Mar-16,,
83 Cambridge Road, ,KT1 3NY,450000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.4
108 Tudor Drive, ,KT2 5QF,655000,Semi-Detached, Freehold, Residential,01-Mar-16,3,1.1
1 Glenville Road, ,KT2 6DD,796100,Semi-Detached, Freehold, Residential,01-Mar-16,,
18 Norbiton Avenue, ,KT1 3QS,970000,Semi-Detached, Freehold, Residential,01-Mar-16,5,0.1
27 Tudor Road, ,KT2 6AS,1265000,Semi-Detached, Freehold, Residential,01-Mar-16,4,0.5
37 Wolverton Avenue, ,KT2 7QG,942500,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.2
12 Horace Road, ,KT1 2SL,480000,Semi-Detached, Freehold, Residential,01-Mar-16,3,0.6
66 Clifton Road, ,KT2 6PJ,627000,Semi-Detached, Freehold, Residential,01-Mar-16,4,0.4
22 Chatham Road, ,KT1 3AA,745000,Semi-Detached, Freehold, Residential,01-Feb-16,3,0.2
23 Arthur Road, ,KT2 6BA,750000,Semi-Detached, Freehold, Residential,01-Feb-16,,
23 Dysart Avenue, ,KT2 5QZ,765000,Semi-Detached, Freehold, Residential,01-Feb-16,3,1
41 Mill Street, ,KT1 2RG,507000,Semi-Detached, Freehold, Residential,01-Feb-16,2,0.5
22 Neville Road, ,KT1 3QX,900000,Semi-Detached, Freehold, Residential,01-Feb-16,,
22 Rowlls Road, ,KT1 3ET,475000,Semi-Detached, Freehold, Residential,01-Feb-16,2,0.5
88 Canbury Avenue, ,KT2 6JR,952000,Semi-Detached, Freehold, Residential,01-Feb-16,4,0.4
3 Herbert Road, ,KT1 2SP,528000,Semi-Detached, Freehold, Residential,01-Feb-16,,
24 Somerset Road, ,KT1 3EA,473000,Semi-Detached, Freehold, Residential,01-Jan-16,3,0.5
51 Porchester Road, ,KT1 3PW,530000,Semi-Detached, Freehold, Residential,01-Jan-16,4,0.3
2 Surbiton Hall Close, ,KT1 2JX,755000,Semi-Detached, Freehold, Residential,01-Jan-16,3,0.5
27b Portsmouth Road, ,KT1 2ND,685000,Semi-Detached, Freehold, Residential,01-Jan-16,3,0.6
26 Beresford Road, ,KT2 6LR,820000,Semi-Detached, Freehold, Residential,01-Jan-16,3,0.4
40 Bockhampton Road, ,KT2 5JU,880000,Semi-Detached, Freehold, Residential,01-Jan-16,3,0.7
20 Rowlls Road, ,KT1 3ET,512500,Semi-Detached, Freehold, Residential,01-Jan-16,2,0.5
11 Borough Road, ,KT2 6BD,570000,Semi-Detached, Freehold, Residential,01-Jan-16,3,0.3
191 Richmond Road, ,KT2 5DD,1495000,Semi-Detached, Freehold, Residential,01-Jan-16,6,0.6
74 York Road, ,KT2 6JG,850000,Semi-Detached, Freehold, Residential,01-Jan-16,4,0.4
11 Dawson Road, ,KT1 3AU,540000,Semi-Detached, Freehold, Residential,01-Dec-15,2,0.6
113 Shortlands Road, ,KT2 6HF,899950,Semi-Detached, Freehold, Residential,01-Dec-15,4,0.6
5 Oakhurst Close, ,KT2 5EQ,815000,Semi-Detached, Freehold, Residential,01-Dec-15,3,0.9
12 Bearfield Road, ,KT2 5ET,810000,Semi-Detached, Freehold, Residential,01-Dec-15,4,0.4
13 Osborne Road, ,KT2 5HB,1010000,Semi-Detached, Freehold, Residential,01-Dec-15,4,0.4
34a Somerset Road, ,KT1 3EA,623000,Semi-Detached, Freehold, Residential,01-Dec-15,4,0.5
40 Wolsey Drive, ,KT2 5DN,845000,Semi-Detached, Freehold, Residential,01-Dec-15,4,0.8
36 Somerset Road, ,KT1 3EA,517500,Semi-Detached, Freehold, Residential,01-Dec-15,3,0.5
32 Homersham Road, ,KT1 3PN,1180000,Semi-Detached, Freehold, Residential,01-Dec-15,5,0.1
55 Lingfield Avenue, ,KT1 2TL,640000,Semi-Detached, Freehold, Residential,01-Dec-15,3,0.7
20 Elm Road, ,KT2 6HP,558000,Semi-Detached, Freehold, Residential,01-Dec-15,2,0.3
64 Avenue Road, ,KT1 2RB,520000,Semi-Detached, Freehold, Residential,01-Dec-15,3,0.5
6 Cherrywood Close, ,KT2 6SF,740000,Semi-Detached, Freehold, Residential,01-Dec-15,,
371 Park Road, ,KT2 5LY,746750,Semi-Detached, Freehold, Residential,01-Dec-15,4,1
164 Canbury Park Road, ,KT2 6LE,785000,Semi-Detached, Freehold, Residential,01-Dec-15,3,0.3
43 Somerset Road, ,KT1 3EA,460000,Semi-Detached, Freehold, Residential,01-Dec-15,3,0.5
365 Park Road, ,KT2 5LY,705000,Semi-Detached, Freehold, Residential,01-Dec-15,3,1
29 Avenue Road, ,KT1 2RD,565000,Semi-Detached, Freehold, Residential,01-Dec-15,2,0.5
92 Shortlands Road, ,KT2 6HE,990000,Semi-Detached, Freehold, Residential,01-Dec-15,4,0.5
43 Beresford Road, ,KT2 6LP,815000,Semi-Detached, Freehold, Residential,01-Dec-15,4,0.4
125 Portland Road, ,KT1 2SW,520000,Semi-Detached, Freehold, Residential,01-Nov-15,3,0.7
43 Kenley Road, ,KT1 3RP,695000,Semi-Detached, Freehold, Residential,01-Nov-15,,
52 Elm Road, ,KT2 6HP,660000,Semi-Detached, Freehold, Residential,01-Nov-15,2,0.3
36 Willoughby Road, ,KT2 6LJ,635000,Semi-Detached, Freehold, Residential,01-Nov-15,2,0.4
28 Tudor Road, ,KT2 6AS,705000,Semi-Detached, Freehold, Residential,01-Nov-15,3,0.5
61 Dawson Road, ,KT1 3AU,530000,Semi-Detached, Freehold, Residential,01-Nov-15,3,0.6
80 Portland Road, ,KT1 2SH,540000,Semi-Detached, Freehold, Residential,01-Nov-15,3,0.6
16 Garth Road, ,KT2 5NY,672500,Semi-Detached, Freehold, Residential,01-Nov-15,3,1
41 Somerset Road, ,KT1 3EA,452000,Semi-Detached, Freehold, Residential,01-Nov-15,,
36 Cedars Road, Hampton Wick ,KT1 4BE,1150000,Semi-Detached, Freehold, Residential,01-Nov-15,4,0.3
43 Park Road, Hampton Wick ,KT1 4AS,712000,Semi-Detached, Freehold, Residential,01-Nov-15,,
42 Avenue Road, ,KT1 2RB,675000,Semi-Detached, Freehold, Residential,01-Nov-15,3,0.5
41 Shortlands Road, ,KT2 6HD,575000,Semi-Detached, Freehold, Residential,01-Nov-15,3,0.5
31 Barnfield Gardens, ,KT2 5RH,715000,Semi-Detached, Freehold, Residential,01-Nov-15,3,1.2
3 Beresford Road, ,KT2 6LP,795000,Semi-Detached, Freehold, Residential,01-Nov-15,5,0.4
26 Portman Road, ,KT1 3DY,482000,Semi-Detached, Freehold, Residential,01-Oct-15,,
8 Somerset Road, ,KT1 3EA,495000,Semi-Detached, Freehold, Residential,01-Oct-15,2,0.5
310 Kings Road, ,KT2 5JL,676575,Semi-Detached, Freehold, Residential,01-Oct-15,3,0.5
18 Tudor Drive, ,KT2 5PZ,726000,Semi-Detached, Freehold, Residential,01-Oct-15,3,1.1
15 Church Road, ,KT1 3DJ,427000,Semi-Detached, Freehold, Residential,01-Oct-15,,
45 Wingfield Road, ,KT2 5LR,615000,Semi-Detached, Freehold, Residential,01-Oct-15,4,0.9
140 Kings Road, ,KT2 5HU,615000,Semi-Detached, Freehold, Residential,01-Oct-15,,
10 Tudor Drive, ,KT2 5PZ,710000,Semi-Detached, Freehold, Residential,01-Oct-15,3,1.1
95 Latchmere Lane, ,KT2 5SF,715000,Semi-Detached, Freehold, Residential,01-Oct-15,3,0.9
83 Tudor Drive, ,KT2 5NP,790000,Semi-Detached, Freehold, Residential,01-Oct-15,4,1.1
55 Clifton Road, ,KT2 6PJ,790000,Semi-Detached, Freehold, Residential,01-Oct-15,2,0.4
19 Cedars Road, Hampton Wick ,KT1 4BG,1280000,Semi-Detached, Freehold, Residential,01-Oct-15,,
4 Bat Gardens, ,KT2 5FS,1330000,Semi-Detached, Freehold, Residential (New Build),01-Oct-15,,
36 Beresford Road, ,KT2 6LR,930000,Semi-Detached, Freehold, Residential,01-Oct-15,4,0.4
19 Chestnut Road, ,KT2 5AP,1255000,Semi-Detached, Freehold, Residential,01-Oct-15,4,0.4
16 Rosebery Road, ,KT1 3LN,290000,Semi-Detached, Freehold, Residential,01-Oct-15,3,0.3
230 Park Road, ,KT2 5LS,950000,Semi-Detached, Freehold, Residential,01-Oct-15,4,1
35 Wingfield Road, ,KT2 5LR,570000,Semi-Detached, Leasehold, Residential,01-Oct-15,,
52 Willoughby Road, ,KT2 6LJ,785000,Semi-Detached, Freehold, Residential,01-Oct-15,3,0.4
5 Bat Gardens, ,KT2 5FS,1325000,Semi-Detached, Freehold, Residential (New Build),01-Oct-15,,
93 Portland Road, ,KT1 2SW,540000,Semi-Detached, Freehold, Residential,01-Oct-15,2,0.7
33 Avenue Road, ,KT1 2RD,548000,Semi-Detached, Freehold, Residential,01-Sep-15,3,0.5
24 Glenville Road, ,KT2 6DD,770000,Semi-Detached, Freehold, Residential,01-Sep-15,3,0.3
96 Portland Road, ,KT1 2SW,537000,Semi-Detached, Freehold, Residential,01-Sep-15,2,0.7
30 Kingston Hill Place, ,KT2 7QY,725000,Semi-Detached, Freehold, Residential,01-Sep-15,3,1.4
124 Portland Road, ,KT1 2SW,457000,Semi-Detached, Freehold, Residential,01-Sep-15,3,0.7
20 Cedars Road, Hampton Wick ,KT1 4BE,1015000,Semi-Detached, Freehold, Residential,01-Sep-15,3,0.3
8 Bonner Hill Road, ,KT1 3EP,555000,Semi-Detached, Freehold, Residential,01-Sep-15,2,0.5
55 Bonner Hill Road, ,KT1 3EU,510950,Semi-Detached, Freehold, Residential,01-Sep-15,,
1 Garth Close, ,KT2 5PA,890000,Semi-Detached, Freehold, Residential,01-Sep-15,3,1
40 Somerset Road, ,KT1 3EA,575000,Semi-Detached, Freehold, Residential,01-Sep-15,,
70 Willoughby Road, ,KT2 6LJ,631400,Semi-Detached, Freehold, Residential,01-Sep-15,,
31 Norbiton Common Road, ,KT1 3QB,450000,Semi-Detached, Freehold, Residential,01-Aug-15,,
90 Portland Road, ,KT1 2SW,545000,Semi-Detached, Freehold, Residential,01-Aug-15,3,0.7
21 Livesey Close, ,KT1 3GD,600000,Semi-Detached, Freehold, Residential,01-Aug-15,,
116 Deacon Road, ,KT2 6LU,737500,Semi-Detached, Freehold, Residential,01-Aug-15,3,0.4
3 Garth Close, ,KT2 5PA,815000,Semi-Detached, Freehold, Residential,01-Aug-15,5,1
39 Beresford Road, ,KT2 6LP,799950,Semi-Detached, Freehold, Residential,01-Aug-15,,
13 Grosvenor Gardens, ,KT2 5BE,900000,Semi-Detached, Freehold, Residential,01-Aug-15,,
2 Chesham Road, ,KT1 3AQ,780000,Semi-Detached, Freehold, Residential,01-Aug-15,4,0.2
68 Richmond Park Road, ,KT2 6AJ,1045000,Semi-Detached, Freehold, Residential,01-Aug-15,4,0.4
70 Canbury Avenue, ,KT2 6JR,750000,Semi-Detached, Freehold, Residential,01-Aug-15,,
10 Woodside Road, ,KT2 5AT,950000,Semi-Detached, Freehold, Residential,01-Aug-15,3,0.4
58 Auckland Road, ,KT1 3BQ,235000,Semi-Detached, Freehold, Residential,01-Aug-15,3,0.6
12 Bellevue Road, ,KT1 2UD,807600,Semi-Detached, Freehold, Residential,01-Aug-15,4,0.7
3 Dutch Gardens, ,KT2 7TT,815000,Semi-Detached, Freehold, Residential,01-Aug-15,,
109 Tudor Drive, ,KT2 5NR,705000,Semi-Detached, Freehold, Residential,01-Aug-15,3,1
85 Clifton Road, ,KT2 6PL,660000,Semi-Detached, Freehold, Residential,01-Jul-15,2,0.4
7 Somerset Road, ,KT1 3EA,450000,Semi-Detached, Freehold, Residential,01-Jul-15,2,0.5
50 Shortlands Road, ,KT2 6HE,775000,Semi-Detached, Freehold, Residential,01-Jul-15,3,0.5
11a Surbiton Crescent, ,KT1 2JP,832000,Semi-Detached, Freehold, Residential,01-Jul-15,,
30 Vincent Road, ,KT1 3HJ,352500,Semi-Detached, Freehold, Residential,01-Jul-15,2,0.4
48 Gloucester Road, ,KT1 3RE,530000,Semi-Detached, Freehold, Residential,01-Jul-15,3,0.2
21 May Bate Avenue, ,KT2 5UR,918000,Semi-Detached, Freehold, Residential,01-Jul-15,4,0.2
41 Bearfield Road, ,KT2 5ET,710000,Semi-Detached, Freehold, Residential,01-Jul-15,3,0.4
128 Acre Road, ,KT2 6EN,710000,Semi-Detached, Freehold, Residential,01-Jul-15,3,0.4
20 St Georges Road, ,KT2 6DN,280000,Semi-Detached, Freehold, Residential,01-Jul-15,5,0.4
61 Canbury Avenue, ,KT2 6JR,740000,Semi-Detached, Freehold, Residential,01-Jul-15,3,0.4
55b Mill Street, ,KT1 2RG,665000,Semi-Detached, Freehold, Residential,01-Jul-15,,
25 Canbury Avenue, ,KT2 6JP,740000,Semi-Detached, Freehold, Residential,01-Jun-15,,
2 Bonner Hill Road, ,KT1 3EP,509000,Semi-Detached, Freehold, Residential,01-Jun-15,3,0.5
12 Camel Grove, ,KT2 5GR,775000,Semi-Detached, Freehold, Residential,01-Jun-15,4,1.1
35 Hampden Road, ,KT1 3HG,400000,Semi-Detached, Freehold, Residential,01-Jun-15,3,0.4
19 Dagmar Road, ,KT2 6DP,690000,Semi-Detached, Freehold, Residential,01-Jun-15,,
23 Glamorgan Road, ,KT1 4HS,1625000,Semi-Detached, Freehold, Residential,01-Jun-15,,
92 Villiers Road, ,KT1 3BB,518000,Semi-Detached, Freehold, Residential,01-Jun-15,2,0.7
2 Buckingham Road, ,KT1 3BH,589000,Semi-Detached, Freehold, Residential,01-Jun-15,3,0.6
25 Lower Kings Road, ,KT2 5JA,750000,Semi-Detached, Freehold, Residential,01-Jun-15,4,0.3
8 Cobham Road, ,KT1 3AF,785000,Semi-Detached, Freehold, Residential,01-Jun-15,4,0.2
11 Liverpool Road, ,KT2 7SX,950000,Semi-Detached, Freehold, Residential,01-Jun-15,3,0.5
7 Orme Road, ,KT1 3SD,630000,Semi-Detached, Freehold, Residential,01-Jun-15,3,0.3
116 Portland Road, ,KT1 2SW,475000,Semi-Detached, Freehold, Residential,01-Jun-15,2,0.7
43 Dickerage Road, ,KT1 3SR,770000,Semi-Detached, Freehold, Residential,01-Jun-15,3,0.5
18 East Road, ,KT2 6EL,606000,Semi-Detached, Freehold, Residential,01-Jun-15,3,0.2
26 Somerset Road, ,KT1 3EA,510000,Semi-Detached, Freehold, Residential,01-Jun-15,3,0.5
27 Gibbon Road, ,KT2 6AD,990000,Semi-Detached, Freehold, Residential,01-Jun-15,4,0.3
28 Dukes Avenue, ,KT2 5QY,650000,Semi-Detached, Freehold, Residential,01-May-15,3,1.1
10 Portman Road, ,KT1 3DY,525000,Semi-Detached, Freehold, Residential,01-May-15,2,0.4
36 The Bittoms, ,KT1 2AP,595000,Semi-Detached, Freehold, Residential,01-May-15,2,0.5
77 Cobham Road, ,KT1 3AE,820000,Semi-Detached, Freehold, Residential,01-May-15,3,0.1
37 Park Road, Hampton Wick ,KT1 4AS,575000,Semi-Detached, Freehold, Residential,01-May-15,2,0.1
44 Burton Road, ,KT2 5TF,1202500,Semi-Detached, Freehold, Residential,01-May-15,5,0.5
11 Hornchurch Close, ,KT2 5GH,551007,Semi-Detached, Freehold, Residential,01-May-15,2,1.1
12 Orme Road, ,KT1 3SA,577500,Semi-Detached, Freehold, Residential,01-May-15,3,0.3
31 Kenley Road, ,KT1 3RP,990000,Semi-Detached, Freehold, Residential,01-May-15,4,0.3
16 Park Farm Road, ,KT2 5TQ,1050000,Semi-Detached, Freehold, Residential,01-May-15,5,
22 Arthur Road, ,KT2 6BA,575000,Semi-Detached, Freehold, Residential,01-May-15,3,0.3
26 Hardman Road, ,KT2 6RH,630000,Semi-Detached, Freehold, Residential,01-May-15,3,0.2
70 Gloucester Road, ,KT1 3RA,750000,Semi-Detached, Freehold, Residential,01-Apr-15,3,0.2
32 Herbert Road, ,KT1 2SP,625000,Semi-Detached, Freehold, Residential,01-Apr-15,3,0.6
4 Riverside Close, ,KT1 2JF,925000,Semi-Detached, Freehold, Residential,01-Apr-15,3,0.6
254 Kings Road, ,KT2 5HX,811260,Semi-Detached, Freehold, Residential,01-Apr-15,3,0.6
3 Cranleigh Gardens, ,KT2 5TX,915000,Semi-Detached, Freehold, Residential,01-Apr-15,4,0.9
91 Canbury Park Road, ,KT2 6LQ,790000,Semi-Detached, Freehold, Residential,01-Apr-15,3,0.3
15 Mill Place, ,KT1 2RS,535000,Semi-Detached, Freehold, Residential,01-Apr-15,,
6 Woodbines Avenue, ,KT1 2AY,820000,Semi-Detached, Freehold, Residential,01-Apr-15,5,0.7
91 Canbury Park Road, ,KT2 6LQ,790000,Semi-Detached, Freehold, Residential,01-Apr-15,3,
15 Mill Place, ,KT1 2RS,535000,Semi-Detached, Freehold, Residential,01-Apr-15,,
6 Woodbines Avenue, ,KT1 2AY,820000,Semi-Detached, Freehold, Residential,01-Apr-15,5,
8 St Johns Road, Hampton Wick ,KT1 4AN,530000,Semi-Detached, Freehold, Residential,01-Apr-15,2,0.1
41 Waters Road, ,KT1 3LW,420000,Semi-Detached, Freehold, Residential,01-Apr-15,3,0.3
7 Garth Close, ,KT2 5PA,805000,Semi-Detached, Freehold, Residential,01-Apr-15,3,1
113 Tudor Drive, ,KT2 5NR,750000,Semi-Detached, Freehold, Residential,01-Apr-15,3,1
5 Dawson Road, ,KT1 3AU,550000,Semi-Detached, Freehold, Residential,01-Apr-15,4,0.6
207 Tudor Drive, ,KT2 5NU,598000,Semi-Detached, Freehold, Residential,01-Apr-15,3,1
51 Kingston Hill Place, ,KT2 7QY,700000,Semi-Detached, Freehold, Residential,01-Apr-15,3,1.4
41 Windsor Road, ,KT2 5EY,530000,Semi-Detached, Freehold, Residential,01-Apr-15,,
32 Borough Road, ,KT2 6BD,865000,Semi-Detached, Freehold, Residential,01-Apr-15,4,0.3
78 Willoughby Road, ,KT2 6LJ,771000,Semi-Detached, Freehold, Residential,01-Apr-15,3,0.4
43 Villiers Road, ,KT1 3AP,575000,Semi-Detached, Freehold, Residential,01-Mar-15,,
27 Beaufort Road, ,KT1 2TH,305000,Semi-Detached, Leasehold, Residential,01-Mar-15,,
52 Auckland Road, ,KT1 3BQ,450000,Semi-Detached, Freehold, Residential,01-Mar-15,3,0.6
23 Dawson Road, ,KT1 3AU,600000,Semi-Detached, Freehold, Residential,01-Mar-15,3,0.6
43 Hampden Road, ,KT1 3HG,440000,Semi-Detached, Freehold, Residential,01-Mar-15,3,0.4
15 Balmoral Road, ,KT1 2TY,509000,Semi-Detached, Freehold, Residential,01-Mar-15,2,0.7
77 Arundel Road, ,KT1 3RY,725000,Semi-Detached, Freehold, Residential,01-Mar-15,3,0.4
74 Clifton Road, ,KT2 6PJ,695000,Semi-Detached, Freehold, Residential,01-Mar-15,3,0.4
24 Rowlls Road, ,KT1 3ET,450000,Semi-Detached, Freehold, Residential,01-Mar-15,3,0.5
38 Cranleigh Gardens, ,KT2 5TX,758000,Semi-Detached, Freehold, Residential,01-Mar-15,4,0.9
75 Clifton Road, ,KT2 6PJ,550000,Semi-Detached, Freehold, Residential,01-Mar-15,2,0.4
2 St Georges Road, ,KT2 6DN,745000,Semi-Detached, Freehold, Residential,01-Mar-15,3,0.4
10 Fernhill Gardens, ,KT2 5DL,811400,Semi-Detached, Freehold, Residential,01-Mar-15,3,0.9
17 Barnfield Avenue, ,KT2 5RD,950000,Semi-Detached, Freehold, Residential,01-Mar-15,4,1.2
71 Kenley Road, ,KT1 3RR,680000,Semi-Detached, Freehold, Residential,01-Mar-15,4,0.4
60 Dickerage Road, ,KT1 3SS,800000,Semi-Detached, Freehold, Residential,01-Feb-15,3,0.4
109 Canbury Park Road, ,KT2 6LH,700000,Semi-Detached, Freehold, Residential,01-Feb-15,4,0.4
124 Clifton Road, ,KT2 6PN,722500,Semi-Detached, Freehold, Residential,01-Feb-15,3,0.4
342 Richmond Road, ,KT2 5PR,650000,Semi-Detached, Freehold, Residential,01-Feb-15,3,1
17 Park Road, Hampton Wick ,KT1 4AS,550000,Semi-Detached, Freehold, Residential,01-Feb-15,2,0.1
25 Knights Park, ,KT1 2QH,840000,Semi-Detached, Freehold, Residential,01-Feb-15,3,0.4
41 Gibbon Road, ,KT2 6AD,985000,Semi-Detached, Freehold, Residential,01-Feb-15,5,0.3
123 Acre Road, ,KT2 6EZ,463000,Semi-Detached, Freehold, Residential,01-Feb-15,2,0.5
5 Geneva Road, ,KT1 2TW,1250000,Semi-Detached, Freehold, Residential,01-Jan-15,5,0.7
79 Cobham Road, ,KT1 3AE,619500,Semi-Detached, Freehold, Residential,01-Jan-15,,
150 Tudor Drive, ,KT2 5QG,590000,Semi-Detached, Freehold, Residential,01-Jan-15,3,1
17 Bearfield Road, ,KT2 5ET,705000,Semi-Detached, Freehold, Residential,01-Jan-15,3,0.4
15 Linden Crescent, ,KT1 3DZ,513139,Semi-Detached, Freehold, Residential,01-Jan-15,2,0.5
21 Portsmouth Road, ,KT1 2NA,845000,Semi-Detached, Freehold, Residential,01-Jan-15,3,0.7
11 Anne Boleyns Walk, ,KT2 5NS,880000,Semi-Detached, Freehold, Residential,01-Jan-15,4,1
40a Elm Road, ,KT2 6HP,860000,Semi-Detached, Freehold, Residential (New Build),01-Jan-15,,
10 Bearfield Road, ,KT2 5ET,725000,Semi-Detached, Freehold, Residential,01-Jan-15,3,0.4
95 Gloucester Road, ,KT1 3QW,593000,Semi-Detached, Freehold, Residential,01-Jan-15,3,0.2
36 Archer Close, ,KT2 5NE,322000,Semi-Detached, Freehold, Residential,01-Jan-15,1,0.5
100 Elm Road, ,KT2 6HU,600000,Semi-Detached, Freehold, Residential,01-Jan-15,,
29 Lancaster Gardens, ,KT2 5NQ,930000,Semi-Detached, Freehold, Residential,01-Dec-14,4,1
